Category,Icon,Location,Refined_KR,Refined_EN,Original
Subway Activity,🚉,B4,하차 (동대문사문화공원 방면 승강장),Alight (동대문사문화공원 Bound for 승강장),(B4) 동대문역사문화공원 방면 승강장 하차
Subway Activity,🚉,B4,하차 (혜화 방면 승강장),Alight (혜화 Bound for 승강장),(B4) 혜화 방면 승강장 하차
Subway Activity,🚉,B4,하차 (6호선 녹사평 방면 승강장),Alight (6Line  녹사평 Bound for 승강장),(B4)6호선 녹사평 방면 승강장 하차
Subway Activity,🚉,B4,하차 (6호선 효창공원앞 방면 승강장),Alight (6Line  효창공원앞 Bound for 승강장),(B4)6호선 효창공원앞 방면 승강장 하차
Subway Activity,🚉,B5,하차 (5호선 마장 방면 승강장),Alight (5Line  마장 Bound for 승강장),(B5) 5호선 마장 방면 승강장 하차
Subway Activity,🚉,B5,하차 (5호선 신정 방면 승강장),Alight (5Line  신정 Bound for 승강장),(B5) 5호선 신정 방면 승강장 하차
Subway Activity,🚉,B5,하차 (5호선 청구 방면 승강장),Alight (5Line  청구 Bound for 승강장),(B5) 5호선 청구 방면 승강장 하차
Subway Activity,🚉,B5,하차 (5호선 행당 방면 승강장),Alight (5Line  행당 Bound for 승강장),(B5) 5호선 행당 방면 승강장 하차
Subway Activity,🚉,B5,하차 (6호선 구산 방면 승강장),Alight (6Line  구산 Bound for 승강장),(B5) 6호선 구산 방면 승강장 하차
Subway Activity,🚉,B5,하차 (공항철도 서울 방면 승강장),Alight (공항철도 서울 Bound for 승강장),(B5) 공항철도 서울역 방면 승강장 하차
Subway Activity,🚉,B5,하차 (공항철도 홍대입구 방면 승강장),Alight (공항철도 홍대입구 Bound for 승강장),(B5) 공항철도 홍대입구 방면 승강장 하차
Elevator Activity,🛗,B5,엘리베이터 탑승 (양평방면),Enter Elevator (양평Bound for),(B5) 양평방면 엘리베이터 탑승
Elevator Activity,🛗,B5,엘리베이터 탑승 (영등포시장방면),Enter Elevator (영등포시장Bound for),(B5) 영등포시장방면 엘리베이터 탑승
Subway Activity,🚉,B7,하차 (공항철도 서울(종착) 승강장),Alight (공항철도 서울(종착) 승강장),(B7) 공항철도 서울역(종착역) 승강장 하차
Unknown,?,,10-4번 승강장 엘리베이터 이용,10-4번 승강장 엘리베이터 이용,10-4번 승강장 엘리베이터 이용
Elevator Activity,🛗,,엘리베이터 탑승 (10번출구),Enter Elevator (10번Exit),10번출구 엘리베이터 탑승
Subway Activity,🚉,,승차 (1F 지상EV->),Board (1F 지상EV->),1F 지상EV탑승->게이트 통과
Elevator Activity,🛗,,엘리베이터 탑승 (1번 출입구 3호기 지상),Enter Elevator (1번 Exit 3호기 지상),1번 출입구 E/L 3호기 지상 탑승
Move,🚶,,이동 (1번 출입구 근처 이용 지상2층),Move (1번 Exit 근처 이용 지상2층),1번 출입구 근처 엘리베이터 이용 지상2층 이동
Elevator Activity,🛗,,엘리베이터 탑승 (1번 출입구 지상 1층),Enter Elevator (1번 Exit 지상 1층),1번 출입구 옆 지상 1층 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (1번 출입구 지상1층),Enter Elevator (1번 Exit 지상1층),1번 출입구 지상1층 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (1번 출입구 지상1층),Enter Elevator (1번 Exit 지상1층),1번 출입구옆 지상1층 엘리베이터 탑승
Subway Activity,🚉,,하차 (1호선 동대문 방면 승강장),Alight (1Line  동대문 Bound for 승강장),1호선 동대문 방면 승강장 하차
Subway Activity,🚉,,하차 (1호선 신설동 방면 승강장),Alight (1Line  신설동 Bound for 승강장),1호선 신설동 방면 승강장 하차
Unknown,?,,2-2번 승강장 엘리베이터 이용,2-2번 승강장 엘리베이터 이용,2-2번 승강장 엘리베이터 이용
Subway Activity,🚉,,하차 (3F 2호선 구로디지털단지 방면 승강장),Alight (3F 2Line  구로디지털단지 Bound for 승강장),3F 2호선 구로디지털단지 방면 승강장 하차
Subway Activity,🚉,,하차 (3F 2호선 신도림 방면 승강장),Alight (3F 2Line  신도림 Bound for 승강장),3F 2호선 신도림 방면 승강장 하차
Elevator Activity,🛗,,엘리베이터 탑승 (3번 출입구 전방 지상 1층),Enter Elevator (3번 Exit 전방 지상 1층),3번 출입구 전방 지상 1층 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (3번출입구 인근 지상 1층 5호기),Enter Elevator (3번Exit 인근 지상 1층 5호기),3번출입구 인근 지상 1층 엘리베이터 5호기 탑승
Unknown,?,,5호선 화곡방면 승강장,5호선 화곡방면 승강장,5호선 화곡방면 승강장
Unknown,?,,6번 출입구 근처 엘리베이터 이용,6번 출입구 근처 엘리베이터 이용,6번 출입구 근처 엘리베이터 이용
Move,🚶,,이동 (6번 출입구 근처 이용 지상2층),Move (6번 Exit 근처 이용 지상2층),6번 출입구 근처 엘리베이터 이용 지상2층 이동
Subway Activity,🚉,,하차 (6호선 새절 방면 승강장),Alight (6Line  새절 Bound for 승강장),6호선 새절 방면 승강장 하차
Subway Activity,🚉,,하차 (6호선 촌 방면 승강장),Alight (6Line  촌 Bound for 승강장),6호선 역촌 방면 승강장 하차
Elevator Activity,🛗,,엘리베이터 탑승 (9번 출입구 하여 지하1층 대합실로),Enter Elevator (9번 Exit 하여 지하1층 대합실로),9번 출입구 엘리베이터 탑승하여 지하1층 대합실로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (광환승센터주차장),Enter Elevator (광환승센터주차장),광역환승센터주차장 옆 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (당산방면 지하2층),Enter Elevator (당산Bound for 지하2층),당산방면 지하2층 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (문래방면 지하2층),Enter Elevator (문래Bound for 지하2층),문래방면 지하2층 엘리베이터 탑승
Unknown,?,,방이방면 승강장,방이방면 승강장,방이방면 승강장
Elevator Activity,🛗,,엘리베이터 탑승 (승강장 후 지상2층으로),Enter Elevator (승강장 후 지상2층으로),승강장 엘리베이터 탑승 후 지상2층으로 이동
Move,🚶,,이동 (지하 2층 방향),Move (지하 2층 방향),지하 2층 방향 엘리베이터 이동
Elevator Activity,🛗,,엘리베이터 탑승 (지하2층 승강장),Enter Elevator (지하2층 승강장),지하2층 승강장에서 엘리베이터 탑승
Unknown,?,,지하4층 마천 종착역 승강장,지하4층 마천 종착역 승강장,지하4층 마천 종착역 승강장
Subway Activity,🚉,,하차 (천호로부터 들어오는 열차),Alight (천호로부터 들어오는 열차),천호로부터 들어오는 열차에서 하차
Move,🚶,1F,이동 (경의중앙선 신촌 방면 승강장으로),Move (경의중앙선 신촌 Bound for 승강장으로),(1F) 경의중앙선 신촌 방면 승강장으로 이동
Move,🚶,B2,이동 (경의중앙선 공덕 방면 승강장으로),Move (경의중앙선 공덕 Bound for 승강장으로),(B2) 경의중앙선 공덕 방면 승강장으로 이동
Move,🚶,B7,이동 (공항철도 공덕 방면 승강장으로),Move (공항철도 공덕 Bound for 승강장으로),(B7) 공항철도 공덕 방면 승강장으로 이동
Move,🚶,,이동 (2호선 6번 출입구),Move (2Line  6번 Exit),2호선 6번 출입구 옆 엘리베이터 이동
Elevator Activity,🛗,,엘리베이터 탑승 (6호선 청구 방면),Enter Elevator (6Line  청구 Bound for),6호선 청구 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (7호선 자양 방면),Enter Elevator (7Line  자양 Bound for),7호선 자양 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (강남 방면),Enter Elevator (강남 Bound for),강남 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (경의중앙선 환승통로 방향),Enter Elevator (경의중앙선 환승통로 방향),경의중앙선 환승통로 방향 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (녹번 방면 앞 표내는 곳 후),Enter Elevator (녹번 Bound for 앞 표내는 곳 후),녹번 방면 엘리베이터 앞 표내는 곳 통과 후 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (서초 방면),Enter Elevator (서초 Bound for),서초 방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (승강장 방향),Enter Elevator (승강장 방향),승강장 방향 엘리베이터 탑승
Subway Activity,🚉,,승차 ((휠체어칸)),Board ((휠체어칸)),승차 (휠체어칸)
Subway Activity,🚉,,승차 ((휠체어칸),Board ((휠체어칸),승차(휠체어칸
Subway Activity,🚉,,승차 ((휠체어칸)),Board ((휠체어칸)),승차(휠체어칸)
Subway Activity,🚉,,승차 ((휠체어칸)),Board ((휠체어칸)),탑승(휠체어칸)
Gate,🎫,,게이트 통과 (휠체어 비상 이용해 내부로 들어옴),Pass Gate (휠체어 비상 이용해 내부로 들어옴),휠체어 비상게이트 이용해 내부로 들어옴
Move,🚶,B1,이동 (경의중앙선 방향 환승통로로),Move (경의중앙선 방향 환승통로로),(B1) 경의중앙선 방향 환승통로로 이동
Move,🚶,B2,이동 (3호선 금호 방면 승강장으로),Move (3Line  금호 Bound for 승강장으로),(B2) 3호선 금호 방면 승강장으로 이동
Move,🚶,B2,이동 (3호선 동대입구 방면 승강장으로),Move (3Line  동대입구 Bound for 승강장으로),(B2) 3호선 동대입구 방면 승강장으로 이동
Move,🚶,B2,이동 (7호선 자양 방면 승강장),Move (7Line  자양 Bound for 승강장),(B2) 7호선 자양 방면 승강장 이동
Move,🚶,B2,이동 (강남 방면 승강장으로),Move (강남 Bound for 승강장으로),(B2) 강남 방면 승강장으로 이동
Move,🚶,B2,이동 (녹번 방면 승강장으로),Move (녹번 Bound for 승강장으로),(B2) 녹번 방면 승강장으로 이동
Move,🚶,B2,이동 (서초 방면 승강장으로),Move (서초 Bound for 승강장으로),(B2) 서초 방면 승강장으로 이동
Move,🚶,B3,이동 (6호선 청구 방면 승강장으로),Move (6Line  청구 Bound for 승강장으로),(B3) 6호선 청구 방면 승강장으로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (2호선 6번 출입구),Enter Elevator (2Line  6번 Exit),2호선 6번 출입구 옆 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (7호선 남구로방면),Enter Elevator (7Line  남구로Bound for),7호선 남구로방면 엘리베이터 탑승
Elevator Activity,🛗,,엘리베이터 탑승 (7호선 신풍방면),Enter Elevator (7Line  신풍Bound for),7호선 신풍방면 엘리베이터 탑승
Move,🚶,3F,이동 (2호선 구의 방면 승강장으로),Move (2Line  구의 Bound for 승강장으로),(3F) 2호선 구의 방면 승강장으로 이동
Gate,🎫,F2,게이트 통과 (표 내는 곳),Pass Gate (표 내는 곳),(F2) 표 내는 곳 통과
Move,🚶,,이동 (B2 7호선 남구로방면 승강장으로),Move (B2 7Line  남구로Bound for 승강장으로),B2 7호선 남구로방면 승강장으로 이동
Move,🚶,,이동 (B2 7호선 신풍방면 승강장으로),Move (B2 7Line  신풍Bound for 승강장으로),B2 7호선 신풍방면 승강장으로 이동
Subway Activity,🚉,,승차 (경의중앙선 가좌 방면 장애인용리프트),Board (경의중앙선 가좌 Bound for 장애인용리프트),경의중앙선 가좌 방면 장애인용리프트 탑승
Subway Activity,🚉,,승차 (경의중앙선 수색 방면 장애인용리프트),Board (경의중앙선 수색 Bound for 장애인용리프트),경의중앙선 수색 방면 장애인용리프트 탑승
Move,🚶,1F,이동 (경의중앙선 가좌 방면 승강장으로),Move (경의중앙선 가좌 Bound for 승강장으로),(1F) 경의중앙선 가좌 방면 승강장으로 이동
Move,🚶,1F,이동 (경의중앙선 수색 방면 승강장으로),Move (경의중앙선 수색 Bound for 승강장으로),(1F) 경의중앙선 수색 방면 승강장으로 이동
Elevator Activity,🛗,,엘리베이터 탑승 (성수 방면),Enter Elevator (성수 Bound for),성수 방면 엘리베이터 탑승
Subway Activity,🚉,,승차 ((휠체어칸)),Board ((휠체어칸)),승차(휠체어칸) 승차
Move,🚶,3F,이동 (2호선 성수 방면 승강장으로),Move (2Line  성수 Bound for 승강장으로),(3F) 2호선 성수 방면 승강장으로 이동
Elevator Activity,🛗,,엘리베이터 하차 (지하1층 대합실 후 동대문사문화공원 방면 표 내는 곳 후),Exit Elevator (지하1층 대합실 후 동대문사문화공원 Bound for 표 내는 곳 후),지하1층 대합실 하차 후 동대문역사문화공원 방면 표 내는 곳 통과 후 엘리베이터 탑승
Elevator Activity,🛗,1F,엘리베이터 하차 (7번 출입구),Exit Elevator (7번 Exit),(1F) 7번 출입구 엘리베이터 하차
Move,🚶,2F,"이동 (2,3번 출입구와 대합실 사이 연결통로)","Move (2,3번 Exit와 대합실 사이 연결통로)","(2F) 2,3번 출입구와 대합실 사이 연결통로 이동"
Move,🚶,2F,이동 (대합실로),Move (대합실로),(2F) 대합실로 이동
Move,🚶,2F,이동 (통로로),Move (통로로),(2F) 이동통로로 이동
Move,🚶,3F,이동 (건대입구 방면 승강장으로),Move (건대입구 Bound for 승강장으로),(3F) 건대입구 방면 승강장으로 이동
Move,🚶,3F,이동 (대합실로),Move (대합실로),(3F) 대합실로 이동
Move,🚶,3F,이동 (차량기지 횡단육교로),Move (차량기지 횡단육교로),(3F) 차량기지 횡단육교로 이동
Move,🚶,3F,이동 (표 내는 곳 후 구의 방면 승강장),Move (표 내는 곳 후 구의 Bound for 승강장),(3F) 표 내는 곳 통과 후 구의 방면 승강장 이동
Move,🚶,B1,이동 (2호선 대합실로),Move (2Line  대합실로),(B1) 2호선 대합실로 이동
Move,🚶,B1,이동 (5호선 대합실로),Move (5Line  대합실로),(B1) 5호선 대합실로 이동
Elevator Activity,🛗,B1,엘리베이터 탑승 (대합실 방향),Enter Elevator (대합실 방향),(B1) 대합실 방향 엘리베이터 탑승
Move,🚶,B1,이동 (대합실),Move (대합실),(B1) 대합실 이동
Move,🚶,B1,이동 (대합실로),Move (대합실로),(B1) 대합실로 이동
Move,🚶,B1,이동 (동대문 방면 승강장으로),Move (동대문 Bound for 승강장으로),(B1) 동대문 방면 승강장으로 이동
Move,🚶,B1,이동 (수인분당선 대합실로),Move (수인분당선 대합실로),(B1) 수인분당선 대합실로 이동
Move,🚶,B1,이동 (승강장으로),Move (승강장으로),(B1) 승강장으로 이동
Move,🚶,B1,이동 (지하1층 대합실로),Move (지하1층 대합실로),(B1) 지하1층 대합실로 이동
Gate,🎫,B1,게이트 통과 (표 내는 곳),Pass Gate (표 내는 곳),(B1) 표 내는 곳 통과
Move,🚶,B2,이동 (9호선 대합실로),Move (9Line  대합실로),(B2) 9호선 대합실로 이동
Move,🚶,B2,"이동 (9호선, 공항철도 대합실로)","Move (9Line , 공항철도 대합실로)","(B2) 9호선, 공항철도 대합실로 이동"
Move,🚶,B2,이동 (대합실),Move (대합실),(B2) 대합실 이동
Move,🚶,B2,이동 (대합실로),Move (대합실로),(B2) 대합실로 이동
Move,🚶,B2,이동 (합정 방면 승강장으로),Move (합정 Bound for 승강장으로),(B2) 합정 방면 승강장으로 이동
Elevator Activity,🛗,B3,엘리베이터 탑승 (4호선 명동 방면 승강장 7-2 출입문 앞),Enter Elevator (4Line  명동 Bound for 승강장 7-2 출입문 앞),(B3) 4호선 명동역 방면 승강장 7-2 출입문 앞 엘리베이터 탑승
Move,🚶,B3,이동 (6호선 방향 환승통로로),Move (6Line  방향 환승통로로),(B3) 6호선 방향 환승통로로 이동
Move,🚶,B3,이동 (9호선 공항시장 방면 승강장으로),Move (9Line  공항시장 Bound for 승강장으로),(B3) 9호선 공항시장 방면 승강장으로 이동
Move,🚶,B3,이동 (대합실로),Move (대합실로),(B3) 대합실로 이동
Elevator Activity,🛗,B3,엘리베이터 하차 (지하3층),Exit Elevator (지하3층),(B3) 지하3층 엘리베이터 하차
Move,🚶,B3,이동 (표 내는 곳 후 3호선 승강장 방향 로),Move (표 내는 곳 후 3Line  승강장 방향 로),(B3) 표 내는 곳 통과 후 3호선 승강장 방향 엘리베이터 로 이동
Move,🚶,B4,이동 (9호선 개화 방면 승강장으로),Move (9Line  개화 Bound for 승강장으로),(B4) 9호선 개화 방면 승강장으로 이동
